metricId;crawlJobId;organizationId;sourceId;dimensions;rawValue;rawLast;avg3d;avg7d;avg15d;avg30d;stddev7d;stddev30d
3;23672;108;220;;0;0;0;0;0;0;0;0
4;23672;108;220;;59229;59039;58679.333333333336;58796.42857142857;58375.666666666664;57358.65517241379;343.21166194923967;1171.8419416740253
2;23672;108;220;;31320;31299;31139.666666666668;31554.714285714286;31722.8;31403.793103448275;450.84926663408226;521.0682250193839
3;23672;108;220;;122234;121431;121255;119195.57142857143;113507.86666666667;111709.41379310345;3376.781513180132;14109.13705789374
4;23672;108;220;;59229;59039;58679.333333333336;58796.42857142857;58375.666666666664;57358.65517241379;343.21166194923967;1171.8419416740253
2;23672;108;220;;31320;31299;31139.666666666668;31554.714285714286;31722.8;31403.793103448275;450.84926663408226;521.0682250193839
9;23672;108;220;;0;0;0;0;0;0;0;0
8;23672;108;220;;0.01;0.01;0.01;0.01;0.01;0.01;0;0
7;23672;108;220;;0;0;0;0;0;0;0;0
3;23672;108;220;;122234;121431;121255;119195.57142857143;113507.86666666667;111709.41379310345;3376.781513180132;14109.13705789374
5;23672;108;220;;0;0;0;0;0;0;0;0
4;23672;108;220;;59229;59039;58679.333333333336;58796.42857142857;58375.666666666664;57358.65517241379;343.21166194923967;1171.8419416740253
2;23672;108;220;;31320;31299;31139.666666666668;31554.714285714286;31722.8;31403.793103448275;450.84926663408226;521.0682250193839
12;23672;108;220;;0;0;0;0;0;0;0;0
9;23672;108;220;;0;0;0;0;0;0;0;0
8;23672;108;220;;0.01;0.01;0.01;0.01;0.01;0.01;0;0
7;23672;108;220;;0;0;0;0;0;0;0;0
3;23672;108;220;;122234;121431;121255;119195.57142857143;113507.86666666667;111709.41379310345;3376.781513180132;14109.13705789374
5;23672;108;220;;0;0;0;0;0;0;0;0
4;23672;108;220;;59229;59039;58679.333333333336;58796.42857142857;58375.666666666664;57358.65517241379;343.21166194923967;1171.8419416740253
2;23672;108;220;;31320;31299;31139.666666666668;31554.714285714286;31722.8;31403.793103448275;450.84926663408226;521.0682250193839
12;23672;108;220;;0;0;0;0;0;0;0;0
9;23672;108;220;;0;0;0;0;0;0;0;0
8;23672;108;220;;0.01;0.01;0.01;0.01;0.01;0.01;0;0
7;23672;108;220;;0;0;0;0;0;0;0;0
3;23672;108;220;;122234;121431;121255;119195.57142857143;113507.86666666667;111709.41379310345;3376.781513180132;14109.13705789374
5;23672;108;220;;0;0;0;0;0;0;0;0
4;23672;108;220;;59229;59039;58679.333333333336;58796.42857142857;58375.666666666664;57358.65517241379;343.21166194923967;1171.8419416740253
2;23672;108;220;;31320;31299;31139.666666666668;31554.714285714286;31722.8;31403.793103448275;450.84926663408226;521.0682250193839
12;23672;108;220;;0;0;0;0;0;0;0;0
9;23672;108;220;;0;0;0;0;0;0;0;0
8;23672;108;220;;0.01;0.01;0.01;0.01;0.01;0.01;0;0
7;23672;108;220;;0;0;0;0;0;0;0;0
3;23672;108;220;;122234;121431;121255;119195.57142857143;113507.86666666667;111709.41379310345;3376.781513180132;14109.13705789374
5;23672;108;220;;0;0;0;0;0;0;0;0
4;23672;108;220;;59229;59039;58679.333333333336;58796.42857142857;58375.666666666664;57358.65517241379;343.21166194923967;1171.8419416740253
2;23672;108;220;;31320;31299;31139.666666666668;31554.714285714286;31722.8;31403.793103448275;450.84926663408226;521.0682250193839
12;23672;108;220;;0;0;0;0;0;0;0;0
9;23672;108;220;;0;0;0;0;0;0;0;0
8;23672;108;220;;0.01;0.01;0.01;0.01;0.01;0.01;0;0
15;23672;108;220;;0;;;;;;;
7;23672;108;220;;0;0;0;0;0;0;0;0
3;23672;108;220;;122234;121431;121255;119195.57142857143;113507.86666666667;111709.41379310345;3376.781513180132;14109.13705789374
5;23672;108;220;;0;0;0;0;0;0;0;0
4;23672;108;220;;59229;59039;58679.333333333336;58796.42857142857;58375.666666666664;57358.65517241379;343.21166194923967;1171.8419416740253
2;23672;108;220;;31320;31299;31139.666666666668;31554.714285714286;31722.8;31403.793103448275;450.84926663408226;521.0682250193839
12;23672;108;220;;0;0;0;0;0;0;0;0
9;23672;108;220;;0;0;0;0;0;0;0;0
8;23672;108;220;;0.01;0.01;0.01;0.01;0.01;0.01;0;0
15;23672;108;220;;0;;;;;;;
13;23672;108;220;"{""proxy_name"": ""ZYTE_PROXY_MODE"", ""spider_name"": ""pdp_mercadolivre_com_br_sellers_variants""}";0;0;1.5133333333333334;0.6485714285714286;0.3026666666666667;0.8046428571428572;1.5886690617479469;1.7160804221557107
13;23672;108;220;"{""proxy_name"": ""ZYTE_PROXY_MODE"", ""spider_name"": ""plp_mercadolivre_com_br""}";0;0;0;0;0.13866666666666666;1.335357142857143;0;3.521679268821762
7;23672;108;220;;0;0;0;0;0;0;0;0
3;23672;108;220;;122234;121886;121451.66666666667;119511.71428571429;113886.93333333333;112317.03448275862;3507.73466639025;14154.81084657295
5;23672;108;220;;0;0;0;0;0;0;0;0
14;23672;108;220;;0.11185180537691752;0.08967786848933612;0.09702731503174063;0.09707778222499339;0.07733443239616426;0.09564468969219192;0.01051929699123986;0.02782496844919326
10;23672;108;220;;0.8869168993318066;0.9092209353838364;0.9020485611779581;0.9020255756810852;0.9218508632725343;0.9035463714225409;0.01049775348734965;0.027786228959325
24;25130;181;431;;;;;;;;;
11;23672;108;220;"{""percentile"": ""p50"", ""proxy_name"": ""ZYTE_PROXY_MODE"", ""spider_name"": ""pdp_mercadolivre_com_br_sellers_variants""}";1.523960828781128;1.44780421257019;1.5082249641418455;1.5335356167384557;1.5048362255096435;1.514758723122733;0.05636133637206491;0.04345131893182673
11;23672;108;220;"{""percentile"": ""p50"", ""proxy_name"": ""ZYTE_PROXY_MODE"", ""spider_name"": ""plp_mercadolivre_com_br""}";2.09452486038208;2.075186252593994;2.04939858118693;2.0466205392565047;2.051373847325643;2.0463936924934387;0.03763499050092346;0.04300409867372674
6;23672;108;220;"{""percentile"": ""p95"", ""proxy_name"": ""ZYTE_PROXY_MODE"", ""spider_name"": ""pdp_mercadolivre_com_br_sellers_variants""}";6.393235921859741;9.394354581832886;6.824268738428752;5.894289834158761;5.041108687718709;4.572431232248034;1.582968617731938;1.164103557878127
6;23672;108;220;"{""percentile"": ""p95"", ""proxy_name"": ""ZYTE_PROXY_MODE"", ""spider_name"": ""plp_mercadolivre_com_br""}";4.469002723693848;6.247473478317261;6.162005265553792;5.138778516224453;4.839616441726685;4.736837897981916;1.2156632657123954;0.8005782798714521
4;23672;108;220;;59229;59351;59117.666666666664;58904.71428571428;58498.46666666667;57487.41379310345;379.59478932360577;1178.5216196937638
2;23672;108;220;;31320;31439;31372.666666666668;31529.571428571428;31688;31419.896551724138;451.6929605520158;514.6516964013614
12;23672;108;220;;0;0;0;0;0;0;0;0
9;23672;108;220;;0;0;0;0;0;0;0;0
8;23672;108;220;;0.01;0.01;0.01;0.01;0.01;0.01;0;0
15;23672;108;220;;0;;;;;;;
13;23672;108;220;"{""proxy_name"": ""ZYTE_PROXY_MODE"", ""spider_name"": ""pdp_mercadolivre_com_br_sellers_variants""}";0;0;1.5133333333333334;0.6485714285714286;0.3026666666666667;0.8046428571428572;1.5886690617479469;1.7160804221557107
13;23672;108;220;"{""proxy_name"": ""ZYTE_PROXY_MODE"", ""spider_name"": ""plp_mercadolivre_com_br""}";0;0;0;0;0.13866666666666666;1.335357142857143;0;3.521679268821762
7;23672;108;220;;0;0;0;0;0;0;0;0
1;23672;108;220;;;;;;;;;
3;23672;108;220;;122234;121886;121451.66666666667;119511.71428571429;113886.93333333333;112317.03448275862;3507.73466639025;14154.81084657295
5;23672;108;220;;0;0;0;0;0;0;0;0
14;23672;108;220;;0.11185180537691752;0.08967786848933612;0.09702731503174063;0.09707778222499339;0.07733443239616426;0.09564468969219192;0.01051929699123986;0.02782496844919326
10;23672;108;220;;0.8869168993318066;0.9092209353838364;0.9020485611779581;0.9020255756810852;0.9218508632725343;0.9035463714225409;0.01049775348734965;0.027786228959325
11;23672;108;220;"{""percentile"": ""p50"", ""proxy_name"": ""ZYTE_PROXY_MODE"", ""spider_name"": ""pdp_mercadolivre_com_br_sellers_variants""}";1.524112224578857;1.4479820728302;1.5082929929097493;1.5335241045270647;1.5047426064809164;1.5147217767579215;0.056177917422399616;0.04349141178027525
11;23672;108;220;"{""percentile"": ""p50"", ""proxy_name"": ""ZYTE_PROXY_MODE"", ""spider_name"": ""plp_mercadolivre_com_br""}";2.09452486038208;2.075186252593994;2.04939858118693;2.0466205392565047;2.051373847325643;2.0463936924934387;0.03763499050092346;0.04300409867372674
6;23672;108;220;"{""percentile"": ""p95"", ""proxy_name"": ""ZYTE_PROXY_MODE"", ""spider_name"": ""pdp_mercadolivre_com_br_sellers_variants""}";6.426228761672974;9.459142923355103;6.826418320337932;5.893355471747262;5.0379443327585856;4.5703549810818265;1.6070110353052687;1.1725926860825753
6;23672;108;220;"{""percentile"": ""p95"", ""proxy_name"": ""ZYTE_PROXY_MODE"", ""spider_name"": ""plp_mercadolivre_com_br""}";4.469002723693848;6.247473478317261;6.162005265553792;5.138778516224453;4.839616441726685;4.736837897981916;1.2156632657123954;0.8005782798714521
4;23672;108;220;;59229;59351;59117.666666666664;58904.71428571428;58498.46666666667;57487.41379310345;379.59478932360577;1178.5216196937638
2;23672;108;220;;31320;31439;31372.666666666668;31529.571428571428;31688;31459.35714285714;451.6929605520158;478.71585773711274
12;23672;108;220;;0;0;0;0;0;0;0;0
9;23672;108;220;;0;0;0;0;0;0;0;0
8;23672;108;220;;0.01;0.01;0.01;0.01;0.01;0.01;0;0
15;23672;108;220;;0;;;;;;;
16;23672;108;220;;46.07;72.24;78.82333333333334;77.98142857142857;75.816;77.85000000000001;5.685051648393174;8.711733057041112
13;23672;108;220;"{""proxy_name"": ""ZYTE_PROXY_MODE"", ""spider_name"": ""pdp_mercadolivre_com_br_sellers_variants""}";0;0;1.5133333333333334;0.6485714285714286;0.3026666666666667;0.8046428571428572;1.5886690617479469;1.7160804221557107
13;23672;108;220;"{""proxy_name"": ""ZYTE_PROXY_MODE"", ""spider_name"": ""plp_mercadolivre_com_br""}";0;0;0;0;0.13866666666666666;1.335357142857143;0;3.521679268821762
7;23672;108;220;;0;0;0;0;0;0;0;0
1;23672;108;220;;;;;;;;;
3;23672;108;220;;122234;121886;121451.66666666667;119511.71428571429;113886.93333333333;112317.03448275862;3507.73466639025;14154.81084657295
5;23672;108;220;;0;0;0;0;0;0;0;0
14;23672;108;220;;0.11185180537691752;0.08967786848933612;0.09702731503174063;0.09707778222499339;0.07733443239616426;0.09564468969219192;0.01051929699123986;0.02782496844919326
10;23672;108;220;;0.8869168993318066;0.9092209353838364;0.9020485611779581;0.9020255756810852;0.9218508632725343;0.9035463714225409;0.01049775348734965;0.027786228959325
11;23672;108;220;"{""percentile"": ""p50"", ""proxy_name"": ""ZYTE_PROXY_MODE"", ""spider_name"": ""pdp_mercadolivre_com_br_sellers_variants""}";1.523945808410645;1.448405981063843;1.5083043575286865;1.5335516589028495;1.5047114531199137;1.514736839703151;0.0561687657750348;0.043466577001804875
11;23672;108;220;"{""percentile"": ""p50"", ""proxy_name"": ""ZYTE_PROXY_MODE"", ""spider_name"": ""plp_mercadolivre_com_br""}";2.09452486038208;2.075186252593994;2.04939858118693;2.0466205392565047;2.051373847325643;2.0463936924934387;0.03763499050092346;0.04300409867372674
6;23672;108;220;"{""percentile"": ""p95"", ""proxy_name"": ""ZYTE_PROXY_MODE"", ""spider_name"": ""pdp_mercadolivre_com_br_sellers_variants""}";6.413662672042847;9.432436227798462;6.837134043375651;5.904105016163418;5.043804391225179;4.573353316102709;1.5995157596884897;1.1733382474489484
6;23672;108;220;"{""percentile"": ""p95"", ""proxy_name"": ""ZYTE_PROXY_MODE"", ""spider_name"": ""plp_mercadolivre_com_br""}";4.469002723693848;6.247473478317261;6.162005265553792;5.138778516224453;4.839616441726685;4.736837897981916;1.2156632657123954;0.8005782798714521
4;23672;108;220;;59229;59351;59117.666666666664;58904.71428571428;58498.46666666667;57487.41379310345;379.59478932360577;1178.5216196937638
2;23672;108;220;;31320;31439;31372.666666666668;31529.571428571428;31688;31459.35714285714;451.6929605520158;478.71585773711274
12;23672;108;220;;0;0;0;0;0;0;0;0
9;23672;108;220;;0;0;0;0;0;0;0;0
8;23672;108;220;;0.01;0.01;0.01;0.01;0.01;0.01;0;0
15;23672;108;220;;0;;;;;;;
16;23672;108;220;;46.07;72.24;78.82333333333334;77.98142857142857;75.816;77.85000000000001;5.685051648393174;8.711733057041112
13;23672;108;220;"{""proxy_name"": ""ZYTE_PROXY_MODE"", ""spider_name"": ""pdp_mercadolivre_com_br_sellers_variants""}";0;0;1.5133333333333334;0.6485714285714286;0.3026666666666667;0.8046428571428572;1.5886690617479469;1.7160804221557107
13;23672;108;220;"{""proxy_name"": ""ZYTE_PROXY_MODE"", ""spider_name"": ""plp_mercadolivre_com_br""}";0;0;0;0;0.13866666666666666;1.335357142857143;0;3.521679268821762
7;23672;108;220;;0;0;0;0;0;0;0;0
1;23672;108;220;;;;;;;;;
3;23672;108;220;;122234;121886;121451.66666666667;119511.71428571429;113886.93333333333;112317.03448275862;3507.73466639025;14154.81084657295
5;23672;108;220;;0;0;0;0;0;0;0;0
14;23672;108;220;;0.11185180537691752;0.08967786848933612;0.09702731503174063;0.09707778222499339;0.07733443239616426;0.09564468969219192;0.01051929699123986;0.02782496844919326
10;23672;108;220;;0.8869168993318066;0.9092209353838364;0.9020485611779581;0.9020255756810852;0.9218508632725343;0.9035463714225409;0.01049775348734965;0.027786228959325
11;23672;108;220;"{""percentile"": ""p50"", ""proxy_name"": ""ZYTE_PROXY_MODE"", ""spider_name"": ""pdp_mercadolivre_com_br_sellers_variants""}";1.523678541183472;1.448076486587524;1.5083269278208415;1.5335732528141566;1.504853169123332;1.5148059981209892;0.0562077511508398;0.04341700291377087
11;23672;108;220;"{""percentile"": ""p50"", ""proxy_name"": ""ZYTE_PROXY_MODE"", ""spider_name"": ""plp_mercadolivre_com_br""}";2.09452486038208;2.075186252593994;2.04939858118693;2.0466205392565047;2.051373847325643;2.0463936924934387;0.03763499050092346;0.04300409867372674
6;23672;108;220;"{""percentile"": ""p95"", ""proxy_name"": ""ZYTE_PROXY_MODE"", ""spider_name"": ""pdp_mercadolivre_com_br_sellers_variants""}";6.389295339584351;9.437614440917969;6.815411408742269;5.879306963511875;5.0343891143798825;4.56853483404432;1.600802056426287;1.16729841125943
6;23672;108;220;"{""percentile"": ""p95"", ""proxy_name"": ""ZYTE_PROXY_MODE"", ""spider_name"": ""plp_mercadolivre_com_br""}";4.469002723693848;6.247473478317261;6.162005265553792;5.138778516224453;4.839616441726685;4.736837897981916;1.2156632657123954;0.8005782798714521
4;23672;108;220;;59229;59351;59117.666666666664;58904.71428571428;58498.46666666667;57487.41379310345;379.59478932360577;1178.5216196937638
2;23672;108;220;;31320;31439;31372.666666666668;31529.571428571428;31688;31459.35714285714;451.6929605520158;478.71585773711274
12;23672;108;220;;0;0;0;0;0;0;0;0
9;23672;108;220;;0;0;0;0;0;0;0;0
8;23672;108;220;;0.01;0.01;0.01;0.01;0.01;0.01;0;0
15;23672;108;220;;0;;;;;;;
16;23672;108;220;;46.07;72.24;78.82333333333334;77.98142857142857;75.816;77.85000000000001;5.685051648393174;8.711733057041112
13;23672;108;220;"{""proxy_name"": ""ZYTE_PROXY_MODE"", ""spider_name"": ""pdp_mercadolivre_com_br_sellers_variants""}";0;0;1.5133333333333334;0.6485714285714286;0.3026666666666667;0.8046428571428572;1.5886690617479469;1.7160804221557107
13;23672;108;220;"{""proxy_name"": ""ZYTE_PROXY_MODE"", ""spider_name"": ""plp_mercadolivre_com_br""}";0;0;0;0;0.13866666666666666;1.335357142857143;0;3.521679268821762
7;23672;108;220;;0;0;0;0;0;0;0;0
1;23672;108;220;;;;;;;;;
3;23672;108;220;;122234;121886;121451.66666666667;119511.71428571429;113886.93333333333;112317.03448275862;3507.73466639025;14154.81084657295
5;23672;108;220;;0;0;0;0;0;0;0;0
14;23672;108;220;;0.11185180537691752;0.08967786848933612;0.09702731503174063;0.09707778222499339;0.07733443239616426;0.09564468969219192;0.01051929699123986;0.02782496844919326
10;23672;108;220;;0.8869168993318066;0.9092209353838364;0.9020485611779581;0.9020255756810852;0.9218508632725343;0.9035463714225409;0.01049775348734965;0.027786228959325
11;23672;108;220;"{""percentile"": ""p50"", ""proxy_name"": ""ZYTE_PROXY_MODE"", ""spider_name"": ""pdp_mercadolivre_com_br_sellers_variants""}";1.523986577987671;1.448333263397217;1.508573293685913;1.5336747510092599;1.5048380851745606;1.514783161027091;0.05606866095252891;0.04343419435887403
11;23672;108;220;"{""percentile"": ""p50"", ""proxy_name"": ""ZYTE_PROXY_MODE"", ""spider_name"": ""plp_mercadolivre_com_br""}";2.09452486038208;2.075186252593994;2.04939858118693;2.0466205392565047;2.051373847325643;2.0463936924934387;0.03763499050092346;0.04300409867372674
6;23672;108;220;"{""percentile"": ""p95"", ""proxy_name"": ""ZYTE_PROXY_MODE"", ""spider_name"": ""pdp_mercadolivre_com_br_sellers_variants""}";6.389295339584351;9.468001127243042;6.841639518737793;5.894408566611154;5.041996717453003;4.573481236185346;1.610709314261612;1.1745097259386061
6;23672;108;220;"{""percentile"": ""p95"", ""proxy_name"": ""ZYTE_PROXY_MODE"", ""spider_name"": ""plp_mercadolivre_com_br""}";4.469002723693848;6.247473478317261;6.162005265553792;5.138778516224453;4.839616441726685;4.736837897981916;1.2156632657123954;0.8005782798714521
4;23672;108;220;;59229;59351;59117.666666666664;58904.71428571428;58498.46666666667;57487.41379310345;379.59478932360577;1178.5216196937638
2;23672;108;220;;31320;31439;31372.666666666668;31529.571428571428;31688;31459.35714285714;451.6929605520158;478.71585773711274
12;23672;108;220;;0;0;0;0;0;0;0;0
18;25027;108;221;;92.92;94.04;94.21666666666665;94.56428571428572;94.81066666666668;95.99137931034483;0.3757224333717302;2.12846832437032
19;25027;108;221;;11;11;11;11;11;11;0;0
9;25027;108;221;;0;0;0;0;0;0;0;0
20;25027;108;221;;0.39;0.39;0.38999999999999996;0.39;0.37933333333333336;0.5362068965517242;0;0.5849869659208358
8;25027;108;221;;0.15;0.15;0.15;0.15;0.13666666666666666;0.21310344827586206;0;0.5265967733591304
15;25027;108;221;;334;;;;;;;
24;25027;108;221;;0;0;0;0;0;0;0;0
23;25027;108;221;;0;0;0;0;0;5.357142857142857;0;20.43843418260642
22;25027;108;221;;0;0;0;0;0;0;0;0
25;25027;108;221;;0;0;0;0;0;0;0;0
13;25027;108;221;;;;;;;;;
7;25027;108;221;;0;0;0;0;0;0;0;0
3;25027;108;221;;2097;2096;2093.3333333333335;2089.1428571428573;2080.3333333333335;2062.448275862069;6.334228364970104;21.196268713435767
5;25027;108;221;;0;0;0;0;0;0;0;0
21;25027;108;221;;0;;;;;;;
14;25027;108;221;;;;;;;;;
10;25027;108;221;;0;0;0;0;0.3018600200702405;0.5958840604064355;0;0.4323357125133659
11;25027;108;221;;0;;;;;;;
6;25027;108;221;;0;;;;;;;
4;25027;108;221;;2048;2047;2046.6666666666667;2041.857142857143;2032.9333333333334;1642;5.3030603409344526;607.0739317584718
29;25027;108;221;;100;100;100;100;100;100;0;0
27;25027;108;221;;29.23;29.83;29.80333333333333;30.12;30.281333333333336;37.3451724137931;0.38370375477518;22.199690992054087
31;25027;108;221;;100;100;100;100;100;100;0;0
26;25027;108;221;;0;0;0;0;0;0;0;0
2;25027;108;221;;8526;8537;8500;8423.857142857143;8333.066666666668;6170.103448275862;77.67961411451265;3189.6144329178355
32;25027;108;221;;29.59;30.19;30.166666666666668;30.5;30.728;37.48034482758621;0.3954743986657038;21.950017906325055
28;25027;108;221;;100;100;100;100;100;100;0;0
30;25027;108;221;;100;100;100;100;100;100;0;0
12;25027;108;221;;0;0;0;0;0;0;0;0
17;25027;108;221;;;;;;;;;
35;25131;59;139;;12;12;12;12;11.266666666666667;11.266666666666667;0;2.4890872936792627
36;25131;59;139;;13;13;13;13;12.133333333333333;12.133333333333333;0;2.7535835237417845
34;25131;59;139;;14;14;14;14;13;13;0;3.03315017762062
30;25131;59;139;;100;100;100;100;100;100;0;0
12;25131;59;139;;0;0;0;0;0;0;0;0
22;25118;159;352;;0.25;0.36;0.6733333333333333;1.06;0.9733333333333333;1.0505263157894738;0.7827424316374539;0.7807720449334649
25;25118;159;352;;0;0.27;0.09000000000000001;0.27285714285714285;0.26799999999999996;0.33157894736842103;0.5658549608642606;0.5030984329542254
16;25118;159;352;;16.95;16.49;39.14333333333333;34.14;31.623333333333335;35.31736842105263;16.70258234953078;16.416147648005243
13;25118;159;352;;;;;;;;;
7;25118;159;352;;0;0;0;0;0;0;0;0
35;25118;159;352;;9;10;9.333333333333334;8.428571428571429;7.4;8.928571428571429;0.9035079029052513;2.0861545523586047
36;25118;159;352;;79;80;79.33333333333333;79;77.66666666666667;60.142857142857146;0.9258200997725514;22.270599269816127
3;25135;164;371;;2495;2485;1622.3333333333333;2083.1428571428573;2219.866666666667;2256.7241379310344;851.3391851449487;437.5593671288364
5;25118;159;352;;0;0;0;0;0;0;0;0
21;25118;159;352;;0;;;;;;;
14;25135;164;371;;;;;;;;;
10;25135;164;371;;;;;;;;;
11;25118;159;352;;0;;;;;;;
6;25118;159;352;;0;;;;;;;
4;25118;159;352;;674;744;712.3333333333334;692.2857142857143;723.7333333333333;1394.857142857143;25.437398147015664;919.7016097737397
29;25118;159;352;;0;0;0.05333333333333334;0.022857142857142857;0.010666666666666666;7.162857142857143;0.05598833697790122;25.748420042672084
27;25118;159;352;;100;100;100;100;100;100;0;0
31;25118;159;352;;0;0;0.05333333333333334;0.022857142857142857;0.010666666666666666;7.162857142857143;0.05598833697790122;25.748420042672084
34;25118;159;352;;147;148;145.33333333333334;146.57142857142858;152.53333333333333;194.64285714285714;2.3211538298959886;52.91719561576119
26;25118;159;352;;0;0;0;0;0;0;0;0
2;25118;159;352;;614;678;645.3333333333334;632.7142857142857;674.2;1273.857142857143;21.419045501704357;811.7894129763015
32;25118;159;352;;100;100;100;100;100;100;0;0
28;25118;159;352;;100;100;100;100;100;100;0;0
15;25116;164;421;;3;;;;;;;
3;25116;164;421;;18;12;16.333333333333332;22.571428571428573;20.6;24;11.437496514998912;14.647715028479888
14;25116;164;421;;;;;;;;;
10;25116;164;421;;;;;;;;;
23;25130;181;431;;;;;;;;;
18;25135;164;371;;91.07;93.36;94.77666666666666;95.18714285714285;96.58533333333334;97.70928571428571;0.8051213623816379;1.6837244611944358
17;25116;164;421;;;;;;;;;
18;25117;159;422;;;;;;;;;
19;25117;159;422;;;;;;;;;
9;25117;159;422;;;;;;;;;
20;25117;159;422;;;;;;;;;
8;25117;159;422;;;;;;;;;
24;25117;159;422;;;;;;;;;
23;25117;159;422;;;;;;;;;
22;25117;159;422;;;;;;;;;
25;25117;159;422;;;;;;;;;
7;25117;159;422;;;;;;;;;
3;25117;159;422;;12;12;16.666666666666668;18.142857142857142;19.2;19.444444444444443;2.5314350209527645;1.9499920860871383
5;25117;159;422;;;;;;;;;
14;25117;159;422;;;;;;;;;
10;25117;159;422;;;;;;;;;
4;25117;159;422;;;;;;;;;
29;25117;159;422;;;;;;;;;
27;25117;159;422;;;;;;;;;
31;25117;159;422;;;;;;;;;
26;25117;159;422;;;;;;;;;
2;25117;159;422;;;;;;;;;
32;25117;159;422;;;;;;;;;
28;25117;159;422;;;;;;;;;
30;25117;159;422;;;;;;;;;
12;25117;159;422;;;;;;;;;
17;25117;159;422;;;;;;;;;
3;25118;159;352;;7036;6898;4310;5296.285714285715;5671.8;5392.103448275862;2182.6297843450693;1179.2352970676286
14;25118;159;352;;;;;;;;;
10;25118;159;352;;;;;;;;;
17;25118;159;352;;;;;;;;;
22;25130;181;431;;;;;;;;;
18;25118;159;352;;91.99;91.4;90.77;91.57142857142857;93.338;93.56285714285715;0.7983989080193753;2.1065846718306465
19;25118;159;352;;2;2;2;1.8571428571428572;2;1.7142857142857142;0.3499271061118826;0.5890150893739515
9;25118;159;352;;0;0;0;0;0;0;0;0
20;25118;159;352;;100;100;100;100;100;100;0;0
8;25118;159;352;;0;0;0;0;0;0.08142857142857142;0;0.1214411758164152
15;25118;159;352;;0;;;;;;;
24;25118;159;352;;0;0;0;0;0;0;0;0
23;25118;159;352;;0;0;0;0;0.07400000000000001;0.10578947368421054;0;0.30441169818924474
15;25117;159;422;;0;;;;;;;
13;25117;159;422;;;;;;;;;
21;25117;159;422;;0;;;;;;;
11;25117;159;422;;0;;;;;;;
6;25117;159;422;;0;;;;;;;
26;25116;164;421;;0;0;0;0;0;0;0;0
2;25116;164;421;;3;3;3;3;3.3333333333333335;3.888888888888889;0;1.7284832429004495
32;25116;164;421;;100;100;100;100;100;100;0;0
28;25116;164;421;;100;100;100;100;100;100;0;0
30;25116;164;421;;100;100;100;100;100;100;0;0
12;25116;164;421;;0;0;0;0;0;0;0;0
3;25119;117;423;;112;116;116.33333333333333;109;104.26666666666667;113.88888888888889;7.91021039994693;35.241845217312154
14;25119;117;423;;;;;;;;;
10;25119;117;423;;;;;;;;;
17;25119;117;423;;;;;;;;;
24;25122;181;433;;;;;;;;;
23;25122;181;433;;;;;;;;;
22;25122;181;433;;;;;;;;;
25;25122;181;433;;;;;;;;;
13;25122;181;433;;;;;;;;;
3;25122;181;433;;53;53;53;53;53;54;0;3.4139672543527864
11;25122;181;433;;;;;;;;;
6;25122;181;433;;;;;;;;;
17;25122;181;433;;;;;;;;;
24;25126;181;437;;;;;;;;;
23;25126;181;437;;;;;;;;;
22;25126;181;437;;;;;;;;;
25;25126;181;437;;;;;;;;;
13;25126;181;437;;;;;;;;;
3;25126;181;437;;27;27;27;27;27.066666666666666;29.8;0;13.108775686539152
11;25126;181;437;;;;;;;;;
6;25126;181;437;;;;;;;;;
25;25130;181;431;;;;;;;;;
18;25122;181;433;;79.25;79.25;79.25;79.25;79.87666666666668;79.66148148148149;0;1.050088898189818
19;25122;181;433;;2;2;2;2;2;2;0;0
9;25122;181;433;;0;0;0;0;0;0;0;0
20;25122;181;433;;20.75;18.87;20.753333333333334;19.944285714285716;14.84;13.58925925925926;4.494774290035858;5.135157631051612
8;25122;181;433;;0;0;0;0;0;0;0;0
15;25122;181;433;;0;;;;;;;
7;25122;181;433;;0;0;0;0;0;0;0;0
5;25122;181;433;;0;0;0;0;0;0;0;0
21;25122;181;433;;0;;;;;;;
14;25122;181;433;;0;0;0;0;0;0;0;0
22;25119;117;423;;0;0;0;0;0;0.11055555555555556;0;0.4558322330543969
25;25119;117;423;;0;0;0;0;0;0.022222222222222223;0;0.09162456945817024
13;25119;117;423;;;;;;;;;
7;25119;117;423;;0;0;0;0;0;0;0;0
5;25119;117;423;;0;0;0;0;0;0;0;0
21;25119;117;423;;0;;;;;;;
11;25119;117;423;;0;;;;;;;
6;25119;117;423;;0;;;;;;;
4;25119;117;423;;67;65;63.666666666666664;59.285714285714285;54;53.666666666666664;4.742340763627952;8.621678104251709
29;25119;117;423;;100;100;100;100;100;100;0;0
27;25119;117;423;;100;100;100;100;100;100;0;0
31;25119;117;423;;100;100;100;100;100;100;0;0
26;25119;117;423;;0;0;0;0;0;0;0;0
2;25119;117;423;;67;65;63.666666666666664;59.285714285714285;54;53.666666666666664;4.742340763627952;8.621678104251709
32;25119;117;423;;100;100;100;100;100;100;0;0
28;25119;117;423;;100;100;100;100;100;100;0;0
30;25119;117;423;;100;100;100;100;100;100;0;0
12;25119;117;423;;0;0;0;0;0;0;0;0
17;25126;181;437;;;;;;;;;
24;25124;181;438;;;;;;;;;
23;25124;181;438;;;;;;;;;
22;25124;181;438;;;;;;;;;
25;25124;181;438;;;;;;;;;
13;25124;181;438;;;;;;;;;
